"participant_id","trial","study","search_step","search_target","search_option","chose_option","total_reveals_in_trial","search_cost_eur"
"study2_203",24,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_203",24,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_204",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_204",1,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_204",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_204",3,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_204",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",9,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_204",10,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_204",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",12,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_204",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",15,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_204",16,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_204",17,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_204",18,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_204",19,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_204",19,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_204",20,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_204",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_204",22,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_204",23,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_204",24,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_205",2,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_205",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_205",5,"study2",1,"other","higher_own_payoff","lower_own_payoff",1,0
"study2_205",6,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_205",8,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",9,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",10,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_205",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_205",12,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",13,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",14,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_205",16,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",17,"study2",1,"other","higher_own_payoff","lower_own_payoff",1,0
"study2_205",18,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",19,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_205",20,"study2",1,"other","higher_own_payoff","lower_own_payoff",1,0
"study2_205",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_205",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_205",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_205",24,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_206",1,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",2,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_206",3,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",4,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_206",4,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_206",5,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",6,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_206",6,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_206",7,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",8,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_206",8,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_206",9,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",10,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",11,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",12,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_206",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_206",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_206",15,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_206",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_206",16,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_206",17,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_206",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_206",20,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",21,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",23,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_206",24,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_207",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",5,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_207",6,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_207",7,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_207",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",13,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_207",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",15,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_207",16,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_207",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",19,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_207",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_207",22,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_207",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_207",24,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_208",1,"study2",1,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_208",1,"study2",2,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_208",1,"study2",3,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_208",2,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_208",3,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_208",4,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_208",5,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_208",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",7,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_208",8,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_208",9,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_208",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_208",14,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_208",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_208",21,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_208",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_208",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_209",1,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
