"participant_id","trial","study","search_step","search_target","search_option","chose_option","total_reveals_in_trial","search_cost_eur"
"study2_149",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_15",1,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_15",1,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_15",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_15",2,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_15",3,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_15",3,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_15",3,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_15",4,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_15",4,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_15",5,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_15",5,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_15",5,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_15",5,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_15",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_15",6,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_15",7,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_15",7,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_15",7,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_15",7,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_15",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_15",8,"study2",2,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_15",8,"study2",3,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_15",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_15",9,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_15",9,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_15",10,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",10,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",11,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_15",11,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_15",12,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",12,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",13,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",13,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",14,"study2",1,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_15",14,"study2",2,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_15",14,"study2",3,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_15",15,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",15,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",16,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",16,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",17,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_15",17,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_15",17,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_15",17,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_15",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_15",18,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_15",18,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_15",19,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_15",19,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_15",19,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_15",19,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_15",20,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",20,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",21,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",21,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",22,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",23,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",23,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_15",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_15",24,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_15",24,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_150",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_150",1,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_150",1,"study2",3,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_150",2,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_150",2,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_150",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_150",4,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",4,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",4,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",4,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_150",5,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_150",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_150",6,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_150",7,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",7,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",7,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",7,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",8,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",8,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",8,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",9,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_150",9,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_150",10,"study2",1,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_150",10,"study2",2,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_150",10,"study2",3,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_150",11,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_150",11,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_150",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",12,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",12,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",12,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_150",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",14,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",14,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",14,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",15,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",15,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",15,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",15,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_150",17,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",17,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",17,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",17,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",18,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",18,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",18,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",19,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",19,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",19,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",19,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",20,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",20,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",20,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",20,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",21,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",21,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_150",21,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",21,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_150",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",22,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",22,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",22,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",23,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",23,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_150",23,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_150",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_150",24,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_151",1,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_151",2,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_151",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_151",4,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_151",5,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_151",6,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_151",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_151",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_151",9,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_151",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_151",11,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_151",12,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_151",13,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_151",14,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_151",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_151",16,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_151",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_151",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_151",19,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_151",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_151",20,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_151",21,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_151",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_151",23,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_151",24,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_153",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_153",1,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_153",2,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_153",3,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",3,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",3,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",3,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",4,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",4,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",4,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",5,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_153",5,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_153",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",6,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",6,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",6,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_153",7,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_153",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",8,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",8,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",8,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",9,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",9,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",9,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",9,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",10,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",10,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",10,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",10,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",11,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",11,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",11,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",11,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",12,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_153",12,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_153",13,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_153",13,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_153",14,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_153",14,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_153",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_153",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",16,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",16,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",16,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_153",17,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_153",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",18,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",18,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",18,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",19,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",19,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",19,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",19,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",20,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",20,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",20,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",20,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",21,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",21,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_153",21,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",21,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_153",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",22,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",22,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",22,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",23,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_153",23,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_153",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",24,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_153",24,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_153",24,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_154",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",2,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_154",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",5,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_154",6,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_154",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_154",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",13,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_154",14,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_154",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",16,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_154",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_154",24,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_155",1,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_155",2,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_155",3,"study2",1,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_155",3,"study2",2,"other","lower_own_payoff","higher_own_payoff",3,20
"study2_155",3,"study2",3,"other","higher_own_payoff","higher_own_payoff",3,20
"study2_155",4,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_155",4,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_155",5,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_155",6,"study2",1,"other","higher_own_payoff","lower_own_payoff",2,10
"study2_155",6,"study2",2,"other","higher_own_payoff","lower_own_payoff",2,10
"study2_155",7,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_155",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_155",9,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_155",10,"study2",1,"other","lower_own_payoff","lower_own_payoff",2,10
"study2_155",10,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_155",11,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_155",12,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_155",13,"study2",1,"other","higher_own_payoff","lower_own_payoff",1,0
"study2_155",14,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_155",14,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_155",15,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_155",16,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_155",17,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_155",18,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_155",19,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_155",20,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_155",21,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_155",22,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_155",23,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_155",24,"study2",1,"other","higher_own_payoff","lower_own_payoff",1,0
"study2_156",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",4,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",5,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",6,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",7,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",9,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",10,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_156",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",12,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",13,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",16,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",17,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_156",22,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",23,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_156",24,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_158",1,"study2",1,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_158",1,"study2",2,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_158",1,"study2",3,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_158",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_158",2,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_158",3,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_158",3,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_158",3,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_158",3,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_158",4,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_158",4,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_158",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_158",5,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_158",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_158",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",10,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_158",10,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_158",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",15,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_158",15,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_158",16,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_158",16,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_158",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_158",17,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_158",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",20,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_158",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_158",24,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_158",24,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_16",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",2,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_16",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
