"uniqueID";"item";"self_A";"other_A";"self_B";"other_B";"choice_self";"choice_other";"optionSide";"count_trials"
236;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";23
237;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";0
237;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"B_left";1
237;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";2
237;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";3
237;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";4
237;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";5
237;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";6
237;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"B_left";7
237;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";8
237;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";9
237;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";10
237;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";11
237;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";12
237;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";13
237;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";14
237;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";15
237;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";16
237;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";17
237;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";18
237;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";19
237;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";20
237;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";21
237;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";22
237;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";23
238;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";0
238;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"A_left";1
238;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";2
238;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";3
238;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";4
238;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"B_left";5
238;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";6
238;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";7
238;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";8
238;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";9
238;"12";"-0,93";"+1,52";"-1,00";"+1,00";-100;100;"B_left";10
238;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";11
238;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";12
238;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";13
238;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"B_left";14
238;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";15
238;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";16
238;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";17
238;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";18
238;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";19
238;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";20
238;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";21
238;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";22
238;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";23
239;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";0
239;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";1
239;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";2
239;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";3
239;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";4
239;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";5
239;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";6
239;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";7
239;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";8
239;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";9
239;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";10
239;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";11
239;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";12
239;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";13
239;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";14
239;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";15
239;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";16
239;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";17
239;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";18
239;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";19
239;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";20
239;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";21
239;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";22
239;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"B_left";23
240;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";0
240;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"A_left";1
240;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";2
240;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";3
240;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";4
240;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";5
240;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";6
240;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";7
240;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";8
240;"18";"+0,48";"-0,93";"+1,00";"-1,00";48;-93;"A_left";9
240;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";10
240;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";11
240;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";12
240;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";13
240;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";14
240;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";15
240;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";16
240;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";17
240;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";18
240;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";19
240;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";20
240;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";21
240;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";22
240;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";23
241;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";0
241;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";1
241;"18";"+0,48";"-0,93";"+1,00";"-1,00";48;-93;"A_left";2
241;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";3
241;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";4
241;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";5
241;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";6
241;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";7
241;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";8
241;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";9
241;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";10
241;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";11
241;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";12
241;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";13
241;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";14
241;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";15
241;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";16
241;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";17
241;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"B_left";18
241;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";19
241;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"A_left";20
241;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";21
241;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";22
241;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";23
242;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";0
242;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";1
242;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";2
242;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";3
242;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";4
242;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";5
242;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";6
242;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";7
242;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";8
242;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";9
242;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";10
242;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";11
242;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";12
242;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";13
242;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";14
242;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"B_left";15
242;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";16
242;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";17
242;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";18
242;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";19
242;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";20
242;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"B_left";21
242;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";22
242;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";23
243;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"B_left";0
243;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";1
243;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";2
243;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";3
243;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";4
243;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";5
243;"15";"-0,73";"-0,00";"-0,41";"-0,41";-73;0;"B_left";6
243;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";7
243;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";8
243;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";9
243;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";10
243;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";11
243;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";12
243;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";13
243;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";14
243;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"B_left";15
243;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";16
243;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";17
243;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";18
243;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";19
243;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";20
243;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"A_left";21
243;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";22
243;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";23
244;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";0
244;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";1
244;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";2
244;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";3
244;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";4
244;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";5
244;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";6
244;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";7
244;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";8
244;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";9
244;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";10
244;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";11
244;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";12
244;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";13
244;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";14
244;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";15
244;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"A_left";16
244;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"B_left";17
244;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";18
244;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";19
244;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";20
244;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";21
244;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";22
244;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";23
245;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";0
245;"11";"-0,73";"+2,00";"-0,93";"+1,52";-93;152;"B_left";1
245;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";2
245;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";3
245;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";4
245;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";5
245;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";6
245;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";7
245;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";8
245;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";9
245;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";10
245;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";11
245;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";12
245;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";13
245;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";14
245;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"B_left";15
245;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"B_left";16
245;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";17
245;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";18
245;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";19
245;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";20
245;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";21
245;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";22
245;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";23
246;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";0
246;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";1
246;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";2
246;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";3
246;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";4
246;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";5
246;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";6
246;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";7
246;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";8
246;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";9
246;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";10
246;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";11
246;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";12
246;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";13
246;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";14
246;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";15
246;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";16
246;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";17
246;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";18
246;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";19
246;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";20
246;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";21
246;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";22
246;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";23
247;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";0
247;"12";"-0,93";"+1,52";"-1,00";"+1,00";-100;100;"B_left";1
247;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";2
247;"4";"+2,41";"+2,41";"+2,00";"+2,73";200;273;"B_left";3
247;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";4
247;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";5
247;"14";"-0,93";"+0,48";"-0,73";"-0,00";-93;48;"B_left";6
247;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";7
247;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";8
247;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";9
247;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";10
247;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";11
247;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";12
247;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"B_left";13
247;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";14
247;"11";"-0,73";"+2,00";"-0,93";"+1,52";-93;152;"B_left";15
247;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";16
247;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";17
247;"5";"+2,00";"+2,73";"+1,52";"+2,93";152;293;"A_left";18
247;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";19
247;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";20
247;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";21
247;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";22
247;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";23
248;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";0
248;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";1
248;"12";"-0,93";"+1,52";"-1,00";"+1,00";-100;100;"B_left";2
248;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";3
248;"22";"+2,41";"-0,41";"+2,73";"-0,00";241;-41;"A_left";4
248;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";5
248;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";6
248;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"A_left";7
248;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";8
248;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";9
248;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";10
248;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";11
248;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";12
248;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";13
248;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";14
248;"8";"+0,48";"+2,93";"+0,00";"+2,73";0;273;"B_left";15
248;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";16
248;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";17
248;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";18
248;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";19
248;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";20
248;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";21
248;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";22
248;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";23
249;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";0
249;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";1
249;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"A_left";2
249;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";3
249;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";4
249;"21";"+2,00";"-0,73";"+2,41";"-0,41";200;-73;"B_left";5
249;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";6
249;"12";"-0,93";"+1,52";"-1,00";"+1,00";-100;100;"A_left";7
249;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"B_left";8
249;"23";"+2,73";"-0,00";"+2,93";"+0,48";273;0;"A_left";9
249;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";10
249;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";11
249;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";12
249;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";13
249;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";14
249;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";15
249;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"A_left";16
249;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";17
249;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";18
249;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";19
249;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";20
249;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";21
249;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";22
249;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";23
250;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";0
250;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";1
250;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";2
250;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";3
250;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";4
250;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";5
250;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";6
250;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";7
250;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"B_left";8
250;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";9
250;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";10
250;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";11
250;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";12
250;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";13
250;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";14
250;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";15
250;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";16
250;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";17
250;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";18
250;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"A_left";19
250;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";20
250;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";21
250;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";22
250;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";23
251;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";0
251;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";1
251;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";2
251;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";3
251;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";4
251;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";5
